ORBIT_CNT,EVENT,M
1897545171.0,1,-8.408487386206481
1897545171.0,1,-8.408487386206481
1897547724.0,1,-12.204110515026693
1897547724.0,1,-12.204110515026693
1897547724.0,1,-12.204110515026693
1897547724.0,1,-12.204110515026693
1897548326.0,1,17.98006353103062
1897548326.0,1,17.98006353103062
1897548326.0,1,17.98006353103062
1897548326.0,1,17.98006353103062
1897549054.0,1,9.813505328635257
1897549054.0,1,9.813505328635257
1897549054.0,1,9.813505328635257
1897549054.0,1,9.813505328635257
1897549751.0,1,3.6632279400935444
1897549751.0,1,3.6632279400935444
1897549751.0,1,3.6632279400935444
1897549751.0,1,3.6632279400935444
1897551285.0,1,19.292326690019564
1897551285.0,1,19.292326690019564
1897551285.0,1,19.292326690019564
1897551285.0,1,19.292326690019564
1897552558.0,1,9.330325637239733
1897552558.0,1,9.330325637239733
1897552558.0,1,9.330325637239733
1897552558.0,1,9.330325637239733
1897555652.0,1,9.616091578193265
1897555652.0,1,9.616091578193265
1897555652.0,1,9.616091578193265
1897555652.0,1,9.616091578193265
1897559998.0,1,-9.181985358672602
1897559998.0,1,-9.181985358672602
1897559998.0,1,-9.181985358672602
1897559998.0,1,-9.181985358672602
1897560750.0,1,13.058572314315827
1897560750.0,1,13.058572314315827
1897560750.0,1,13.058572314315827
1897560750.0,1,13.058572314315827
1897562661.0,1,-15.197162903501436
1897562661.0,1,-15.197162903501436
1897562661.0,1,-15.197162903501436
1897562661.0,1,-15.197162903501436
1897567508.0,1,-9.56024107590595
1897567508.0,1,-9.56024107590595
1897567508.0,1,-9.56024107590595
1897567508.0,1,-9.56024107590595
1897567724.0,1,-7.508849788664048
1897567724.0,1,-7.508849788664048
1897567724.0,1,-7.508849788664048
1897567724.0,1,-7.508849788664048
1897568126.0,1,-14.064284324056294
1897568126.0,1,-14.064284324056294
1897568126.0,1,-14.064284324056294
1897568126.0,1,-14.064284324056294
1897569305.0,1,8.88059327700378
1897569305.0,1,8.88059327700378
1897569305.0,1,8.88059327700378
1897569305.0,1,8.88059327700378
1897574678.0,1,16.75729607463637
1897574678.0,1,16.75729607463637
1897574678.0,1,16.75729607463637
1897574678.0,1,16.75729607463637
1897578973.0,1,13.202773244473683
1897578973.0,1,13.202773244473683
1897578973.0,1,13.202773244473683
1897578973.0,1,13.202773244473683
1897579306.0,1,11.439197718254226
1897579306.0,1,11.439197718254226
1897579306.0,1,11.439197718254226
1897579306.0,1,11.439197718254226
1897579684.0,1,41.192507983780125
1897579684.0,1,41.192507983780125
1897579684.0,1,41.192507983780125
1897579684.0,1,41.192507983780125
1897580819.0,1,-10.225998920053774
1897580819.0,1,-10.225998920053774
1897580819.0,1,-10.225998920053774
1897580819.0,1,-10.225998920053774
1897583327.0,1,-11.797890076091749
1897583327.0,1,-11.797890076091749
1897583327.0,1,-11.797890076091749
1897583327.0,1,-11.797890076091749
1897584568.0,1,12.143628147484844
1897584568.0,1,12.143628147484844
1897584568.0,1,12.143628147484844
1897584568.0,1,12.143628147484844
1897590801.0,1,15.695603725880524
1897590801.0,1,15.695603725880524
1897590801.0,1,15.695603725880524
1897590801.0,1,15.695603725880524
1897595569.0,1,-7.279589334750628
1897595569.0,1,-7.279589334750628
1897595569.0,1,-7.279589334750628
1897595569.0,1,-7.279589334750628
1897597166.0,1,-6.498287149212833
1897597166.0,1,-6.498287149212833
1897597166.0,1,-6.498287149212833
1897597166.0,1,-6.498287149212833
1897597247.0,1,0.3213671880597773
1897597247.0,1,0.3213671880597773
1897597247.0,1,0.3213671880597773
1897597247.0,1,0.3213671880597773
1897598874.0,1,21.7108568717814
1897598874.0,1,21.7108568717814
1897598874.0,1,21.7108568717814
1897598874.0,1,21.7108568717814
1897602481.0,1,15.186597993196685
1897602481.0,1,15.186597993196685
1897602481.0,1,15.186597993196685
1897602481.0,1,15.186597993196685
1897611517.0,1,-16.096696048441178
1897611517.0,1,-16.096696048441178
1897611517.0,1,-16.096696048441178
1897611517.0,1,-16.096696048441178
1897613032.0,1,-15.413943845762645
1897613032.0,1,-15.413943845762645
1897613032.0,1,-15.413943845762645
1897613032.0,1,-15.413943845762645
1897624162.0,1,18.140213037584175
1897624162.0,1,18.140213037584175
1897624162.0,1,18.140213037584175
1897624162.0,1,18.140213037584175
1897630027.0,1,15.58017580115894
1897630027.0,1,15.58017580115894
1897630027.0,1,15.58017580115894
1897630027.0,1,15.58017580115894
1897630330.0,1,-16.29655070170676
1897630330.0,1,-16.29655070170676
1897630330.0,1,-16.29655070170676
1897630330.0,1,-16.29655070170676
1897631751.0,1,15.353507502914637
1897631751.0,1,15.353507502914637
1897631751.0,1,15.353507502914637
1897631751.0,1,15.353507502914637
1897636348.0,1,13.37127331297755
1897636348.0,1,13.37127331297755
1897636348.0,1,13.37127331297755
1897636348.0,1,13.37127331297755
1897643826.0,1,-12.377966178137134
1897643826.0,1,-12.377966178137134
1897643826.0,1,-12.377966178137134
1897643826.0,1,-12.377966178137134
1897644306.0,1,-7.232171149376398
1897644306.0,1,-7.232171149376398
1897644306.0,1,-7.232171149376398
1897644306.0,1,-7.232171149376398
1897647377.0,1,-19.31989416685609
1897647377.0,1,-19.31989416685609
1897647377.0,1,-19.31989416685609
1897647377.0,1,-19.31989416685609
1897649912.0,1,-18.41449414039364
1897649912.0,1,-18.41449414039364
1897649912.0,1,-18.41449414039364
1897649912.0,1,-18.41449414039364
1897651217.0,1,25.790018620971946
1897651217.0,1,25.790018620971946
1897651217.0,1,25.790018620971946
1897651217.0,1,25.790018620971946
1897654619.0,1,13.598684717337562
1897654619.0,1,13.598684717337562
1897654619.0,1,13.598684717337562
1897654619.0,1,13.598684717337562
1897657670.0,1,-12.186607983982881
1897657670.0,1,-12.186607983982881
1897657670.0,1,-12.186607983982881
1897657670.0,1,-12.186607983982881
1897665267.0,1,-3.4384681416656084
1897665267.0,1,-3.4384681416656084
1897665267.0,1,-3.4384681416656084
1897665267.0,1,-3.4384681416656084
1897669685.0,1,22.235547988593776
1897669685.0,1,22.235547988593776
1897669685.0,1,22.235547988593776
1897669685.0,1,22.235547988593776
1897672211.0,1,2.3136238743544775
1897672211.0,1,2.3136238743544775
1897672211.0,1,2.3136238743544775
1897672211.0,1,2.3136238743544775
1897673182.0,1,-18.66742948126523
1897673182.0,1,-18.66742948126523
1897673182.0,1,-18.66742948126523
1897673182.0,1,-18.66742948126523
1897676764.0,1,34.49811913383936
1897676764.0,1,34.49811913383936
1897676764.0,1,34.49811913383936
1897676764.0,1,34.49811913383936
1897684984.0,1,19.01512553621863
1897684984.0,1,19.01512553621863
1897684984.0,1,19.01512553621863
1897684984.0,1,19.01512553621863
1897685865.0,1,10.527188090584254
1897685865.0,1,10.527188090584254
1897685865.0,1,10.527188090584254
1897685865.0,1,10.527188090584254
1897699178.0,1,15.815302038543305
1897699178.0,1,15.815302038543305
1897699178.0,1,15.815302038543305
1897699178.0,1,15.815302038543305
1897703949.0,1,-12.543994054005044
1897703949.0,1,-12.543994054005044
1897703949.0,1,-12.543994054005044
1897703949.0,1,-12.543994054005044
1897713040.0,1,-17.967131609396713
1897713040.0,1,-17.967131609396713
1897713040.0,1,-17.967131609396713
1897713040.0,1,-17.967131609396713
1897722244.0,1,-9.926169660835688
1897722244.0,1,-9.926169660835688
1897722244.0,1,-9.926169660835688
1897722244.0,1,-9.926169660835688
1897722659.0,1,-9.794278319547068
1897722659.0,1,-9.794278319547068
1897722659.0,1,-9.794278319547068
1897722659.0,1,-9.794278319547068
1897722807.0,1,-10.172548019146904
1897722807.0,1,-10.172548019146904
1897722807.0,1,-10.172548019146904
1897722807.0,1,-10.172548019146904
1897725932.0,1,15.41888812703162
1897725932.0,1,15.41888812703162
1897725932.0,1,15.41888812703162
1897725932.0,1,15.41888812703162
1897728864.0,1,-12.89206236774134
1897728864.0,1,-12.89206236774134
1897728864.0,1,-12.89206236774134
1897728864.0,1,-12.89206236774134
1897729324.0,1,-17.83807883628597
1897729324.0,1,-17.83807883628597
1897729324.0,1,-17.83807883628597
1897729324.0,1,-17.83807883628597
1897729617.0,1,21.58929425382848
1897729617.0,1,21.58929425382848
1897729617.0,1,21.58929425382848
1897729617.0,1,21.58929425382848
1897730320.0,1,-18.39435364736692
1897730320.0,1,-18.39435364736692
1897730320.0,1,-18.39435364736692
1897730320.0,1,-18.39435364736692
1897731614.0,1,-7.4452909053407526
1897731614.0,1,-7.4452909053407526
1897731614.0,1,-7.4452909053407526
1897731614.0,1,-7.4452909053407526
1897734561.0,1,7.510898625012587
1897734561.0,1,7.510898625012587
1897734561.0,1,7.510898625012587
1897734561.0,1,7.510898625012587
1897737848.0,1,-13.276672764424395
1897737848.0,1,-13.276672764424395
1897737848.0,1,-13.276672764424395
1897737848.0,1,-13.276672764424395
1897743727.0,1,12.537283137504312
1897743727.0,1,12.537283137504312
1897743727.0,1,12.537283137504312
1897743727.0,1,12.537283137504312
1897744110.0,1,-11.978438721996344
1897744110.0,1,-11.978438721996344
1897744110.0,1,-11.978438721996344
1897744110.0,1,-11.978438721996344
1897746090.0,1,10.243712585632375
1897746090.0,1,10.243712585632375
1897746090.0,1,10.243712585632375
1897746090.0,1,10.243712585632375
1897746194.0,1,12.475187072763307
1897746194.0,1,12.475187072763307
1897746194.0,1,12.475187072763307
1897746194.0,1,12.475187072763307
1897753627.0,1,36.891475255929755
1897753627.0,1,36.891475255929755
1897753627.0,1,36.891475255929755
1897753627.0,1,36.891475255929755
1897756528.0,1,-13.65992978238433
1897756528.0,1,-13.65992978238433
1897756528.0,1,-13.65992978238433
1897756528.0,1,-13.65992978238433
1897759167.0,1,43.96109154116765
1897759167.0,1,43.96109154116765
1897759167.0,1,43.96109154116765
1897759167.0,1,43.96109154116765
1897760770.0,1,5.446831590023903
1897760770.0,1,5.446831590023903
1897760770.0,1,5.446831590023903
1897760770.0,1,5.446831590023903
1897761456.0,1,12.845830494532873
1897761456.0,1,12.845830494532873
1897761456.0,1,12.845830494532873
1897761456.0,1,12.845830494532873
1897762335.0,1,-2.6169898119295105
1897762335.0,1,-2.6169898119295105
1897762335.0,1,-2.6169898119295105
1897762335.0,1,-2.6169898119295105
1897764576.0,1,4.76535560692534
1897764576.0,1,4.76535560692534
1897764576.0,1,4.76535560692534
1897764576.0,1,4.76535560692534
1897767220.0,1,9.920476167085344
1897767220.0,1,9.920476167085344
1897767220.0,1,9.920476167085344
1897767220.0,1,9.920476167085344
1897768195.0,1,5.911924476980001
1897768195.0,1,5.911924476980001
1897768195.0,1,5.911924476980001
1897768195.0,1,5.911924476980001
1897768616.0,1,-12.172383789733713
1897768616.0,1,-12.172383789733713
1897768616.0,1,-12.172383789733713
1897768616.0,1,-12.172383789733713
1897768684.0,1,21.937231593803833
1897768684.0,1,21.937231593803833
1897768684.0,1,21.937231593803833
1897768684.0,1,21.937231593803833
1897770408.0,1,-17.654811743958163
1897770408.0,1,-17.654811743958163
1897770408.0,1,-17.654811743958163
1897770408.0,1,-17.654811743958163
1897772657.0,1,-12.492826859520644
1897772657.0,1,-12.492826859520644
1897772657.0,1,-12.492826859520644
1897772657.0,1,-12.492826859520644
1897774201.0,1,9.679634421013814
1897774201.0,1,9.679634421013814
1897774201.0,1,9.679634421013814
1897774201.0,1,9.679634421013814
1897777517.0,1,12.59439007207512
1897777517.0,1,12.59439007207512
1897777517.0,1,12.59439007207512
1897777517.0,1,12.59439007207512
1897778716.0,1,35.155785878331365
1897778716.0,1,35.155785878331365
1897778716.0,1,35.155785878331365
1897778716.0,1,35.155785878331365
1897779371.0,1,2.829677743927552
1897779371.0,1,2.829677743927552
1897779371.0,1,2.829677743927552
1897779371.0,1,2.829677743927552
1897780167.0,1,21.10590725154505
1897780167.0,1,21.10590725154505
1897780167.0,1,21.10590725154505
1897780167.0,1,21.10590725154505
1897783018.0,1,12.520816362222552
1897783018.0,1,12.520816362222552
1897783018.0,1,12.520816362222552
1897783018.0,1,12.520816362222552
1897783389.0,1,18.502875703044577
1897783389.0,1,18.502875703044577
1897783389.0,1,18.502875703044577
1897783389.0,1,18.502875703044577
1897783806.0,1,3.554508070274734
1897783806.0,1,3.554508070274734
1897783806.0,1,3.554508070274734
1897783806.0,1,3.554508070274734
1897785169.0,1,5.911568716004198
1897785169.0,1,5.911568716004198
1897785169.0,1,5.911568716004198
1897785169.0,1,5.911568716004198
1897791447.0,1,-6.977920543948429
1897791447.0,1,-6.977920543948429
1897791447.0,1,-6.977920543948429
1897791447.0,1,-6.977920543948429
1897791943.0,1,8.139093292793522
1897791943.0,1,8.139093292793522
1897791943.0,1,8.139093292793522
1897791943.0,1,8.139093292793522
1897796242.0,1,0.7727074265370455
1897796242.0,1,0.7727074265370455
1897796242.0,1,0.7727074265370455
1897796242.0,1,0.7727074265370455
1897797429.0,1,22.95629414869466
1897797429.0,1,22.95629414869466
1897797429.0,1,22.95629414869466
1897797429.0,1,22.95629414869466
1897797631.0,1,-8.538108875767847
1897797631.0,1,-8.538108875767847
1897797631.0,1,-8.538108875767847
1897797631.0,1,-8.538108875767847
1897808203.0,1,14.008236976882031
1897808203.0,1,14.008236976882031
1897808203.0,1,14.008236976882031
1897808203.0,1,14.008236976882031
1897810800.0,1,40.29694968557287
1897810800.0,1,40.29694968557287
1897810800.0,1,40.29694968557287
1897810800.0,1,40.29694968557287
1897814720.0,1,11.994007227749302
1897814720.0,1,11.994007227749302
1897814720.0,1,11.994007227749302
1897814720.0,1,11.994007227749302
1897815963.0,1,-19.249776913671674
1897815963.0,1,-19.249776913671674
1897815963.0,1,-19.249776913671674
1897815963.0,1,-19.249776913671674
1897818625.0,1,16.871656853693093
1897818625.0,1,16.871656853693093
1897818625.0,1,16.871656853693093
1897818625.0,1,16.871656853693093
1897820466.0,1,9.94491480710226
1897820466.0,1,9.94491480710226
1897820466.0,1,9.94491480710226
1897820466.0,1,9.94491480710226
1897828627.0,1,-17.043655193911874
1897828627.0,1,-17.043655193911874
1897828627.0,1,-17.043655193911874
1897828627.0,1,-17.043655193911874
1897829775.0,1,17.001762509596492
1897829775.0,1,17.001762509596492
1897829775.0,1,17.001762509596492
1897829775.0,1,17.001762509596492
1897834411.0,1,4.720250443953128
1897834411.0,1,4.720250443953128
1897834411.0,1,4.720250443953128
1897834411.0,1,4.720250443953128
1897837114.0,1,35.688672339016044
1897837114.0,1,35.688672339016044
1897837114.0,1,35.688672339016044
1897837114.0,1,35.688672339016044
1897838381.0,1,17.07383221291561
1897838381.0,1,17.07383221291561
1897838381.0,1,17.07383221291561
1897838381.0,1,17.07383221291561
1897841939.0,1,-16.64071195153158
1897841939.0,1,-16.64071195153158
1897841939.0,1,-16.64071195153158
1897841939.0,1,-16.64071195153158
1897843143.0,1,-12.531388913778716
1897843143.0,1,-12.531388913778716
1897843143.0,1,-12.531388913778716
1897843143.0,1,-12.531388913778716
1897843425.0,1,13.322652543682505
1897843425.0,1,13.322652543682505
1897843425.0,1,13.322652543682505
1897843425.0,1,13.322652543682505
1897848110.0,1,20.388565329674048
1897848110.0,1,20.388565329674048
1897848110.0,1,20.388565329674048
1897848110.0,1,20.388565329674048
1897848932.0,1,22.114710261871792
1897848932.0,1,22.114710261871792
1897848932.0,1,22.114710261871792
1897848932.0,1,22.114710261871792
1897852782.0,1,19.260432898318967
1897852782.0,1,19.260432898318967
1897852782.0,1,19.260432898318967
1897852782.0,1,19.260432898318967
1897862252.0,1,-5.991959014602061
1897862252.0,1,-5.991959014602061
1897862252.0,1,-5.991959014602061
1897862252.0,1,-5.991959014602061
1897863391.0,1,14.026568660608978
1897863391.0,1,14.026568660608978
1897863391.0,1,14.026568660608978
1897863391.0,1,14.026568660608978
1897863553.0,1,-14.01288970002088
1897863553.0,1,-14.01288970002088
1897863553.0,1,-14.01288970002088
1897863553.0,1,-14.01288970002088
1897863836.0,1,29.07332021976304
1897863836.0,1,29.07332021976304
1897863836.0,1,29.07332021976304
1897863836.0,1,29.07332021976304
1897864531.0,1,9.619633738655656
1897864531.0,1,9.619633738655656
1897864531.0,1,9.619633738655656
1897864531.0,1,9.619633738655656
1897875770.0,1,34.47487786166692
1897875770.0,1,34.47487786166692
1897875770.0,1,34.47487786166692
1897875770.0,1,34.47487786166692
1897878406.0,1,24.629730126784803
1897878406.0,1,24.629730126784803
1897878406.0,1,24.629730126784803
1897878406.0,1,24.629730126784803
1897882202.0,1,20.444765456256995
1897882202.0,1,20.444765456256995
1897882202.0,1,20.444765456256995
1897882202.0,1,20.444765456256995
1897883991.0,1,17.374507405086295
1897883991.0,1,17.374507405086295
1897883991.0,1,17.374507405086295
1897883991.0,1,17.374507405086295
1897886746.0,1,35.8446773814084
1897886746.0,1,35.8446773814084
1897886746.0,1,35.8446773814084
1897886746.0,1,35.8446773814084
1897889431.0,1,14.295543232401654
1897889431.0,1,14.295543232401654
1897889431.0,1,14.295543232401654
1897889431.0,1,14.295543232401654
1897894374.0,1,6.3327091070455
1897894374.0,1,6.3327091070455
1897894374.0,1,6.3327091070455
1897894374.0,1,6.3327091070455
1897898270.0,1,15.525951580256931
1897898270.0,1,15.525951580256931
1897898270.0,1,15.525951580256931
1897898270.0,1,15.525951580256931
1897904092.0,1,-13.543416641251877
1897904092.0,1,-13.543416641251877
1897904092.0,1,-13.543416641251877
1897904092.0,1,-13.543416641251877
1897906596.0,1,5.160629665800108
1897906596.0,1,5.160629665800108
1897906596.0,1,5.160629665800108
1897906596.0,1,5.160629665800108
1897910324.0,1,12.79654238894452
1897910324.0,1,12.79654238894452
1897910324.0,1,12.79654238894452
1897910324.0,1,12.79654238894452
1897910457.0,1,22.07624155493866
1897910457.0,1,22.07624155493866
1897910457.0,1,22.07624155493866
1897910457.0,1,22.07624155493866
1897912318.0,1,-13.082416880659636
1897912318.0,1,-13.082416880659636
1897912318.0,1,-13.082416880659636
1897912318.0,1,-13.082416880659636
1897912326.0,1,-7.837792936239468
1897912326.0,1,-7.837792936239468
1897912326.0,1,-7.837792936239468
1897912326.0,1,-7.837792936239468
1897913040.0,1,8.456148278386133
1897913040.0,1,8.456148278386133
1897913040.0,1,8.456148278386133
1897913040.0,1,8.456148278386133
1897913989.0,1,1.9405981117987154
1897913989.0,1,1.9405981117987154
1897913989.0,1,1.9405981117987154
1897913989.0,1,1.9405981117987154
1897917263.0,1,-9.293698076734277
1897917263.0,1,-9.293698076734277
1897917263.0,1,-9.293698076734277
1897917263.0,1,-9.293698076734277
1897917383.0,1,10.515018346480597
1897917383.0,1,10.515018346480597
1897917383.0,1,10.515018346480597
1897917383.0,1,10.515018346480597
1897921122.0,1,-6.525833917495767
1897921122.0,1,-6.525833917495767
1897921122.0,1,-6.525833917495767
1897921122.0,1,-6.525833917495767
1897929587.0,1,-16.22691452164797
1897929587.0,1,-16.22691452164797
1897929587.0,1,-16.22691452164797
1897929587.0,1,-16.22691452164797
1897934983.0,1,-13.652900875840952
1897934983.0,1,-13.652900875840952
1897934983.0,1,-13.652900875840952
1897934983.0,1,-13.652900875840952
1897938433.0,1,-14.712394149316548
1897938433.0,1,-14.712394149316548
1897938433.0,1,-14.712394149316548
1897938433.0,1,-14.712394149316548
1897939289.0,1,15.706473554989568
1897939289.0,1,15.706473554989568
1897939289.0,1,15.706473554989568
1897939289.0,1,15.706473554989568
1897942846.0,1,-19.696673610040627
1897942846.0,1,-19.696673610040627
1897942846.0,1,-19.696673610040627
1897942846.0,1,-19.696673610040627
1897947424.0,1,-5.006051822287938
1897947424.0,1,-5.006051822287938
1897947424.0,1,-5.006051822287938
1897947424.0,1,-5.006051822287938
1897949443.0,1,19.981685174144733
1897949443.0,1,19.981685174144733
1897949443.0,1,19.981685174144733
1897949443.0,1,19.981685174144733
1897952505.0,1,21.969155678781306
1897952505.0,1,21.969155678781306
1897952505.0,1,21.969155678781306
1897952505.0,1,21.969155678781306
1918175080.0,1,1.8738602901522905
1918175080.0,1,1.8738602901522905
1918175080.0,1,1.8738602901522905
1918175080.0,1,1.8738602901522905
1918176671.0,1,15.33507685409348
1918176671.0,1,15.33507685409348
1918176671.0,1,15.33507685409348
1918176671.0,1,15.33507685409348
1918180367.0,1,25.02077973461462
1918180367.0,1,25.02077973461462
1918180367.0,1,25.02077973461462
1918180367.0,1,25.02077973461462
1918183881.0,1,-8.75377996419278
1918183881.0,1,-8.75377996419278
1918183881.0,1,-8.75377996419278
1918183881.0,1,-8.75377996419278
1918189976.0,1,-9.517190177187253
1918189976.0,1,-9.517190177187253
1918189976.0,1,-9.517190177187253
1918189976.0,1,-9.517190177187253
1918194851.0,1,8.267048703806957
1918194851.0,1,8.267048703806957
1918194851.0,1,8.267048703806957
1918194851.0,1,8.267048703806957
1918194951.0,1,-12.591010589396111
1918194951.0,1,-12.591010589396111
1918194951.0,1,-12.591010589396111
1918194951.0,1,-12.591010589396111
1918199967.0,1,7.86752229035223
1918199967.0,1,7.86752229035223
1918199967.0,1,7.86752229035223
1918199967.0,1,7.86752229035223
1918202646.0,1,11.127925907936403
1918202646.0,1,11.127925907936403
1918202646.0,1,11.127925907936403
1918202646.0,1,11.127925907936403
1918204237.0,1,18.979135860336804
1918204237.0,1,18.979135860336804
1918204237.0,1,18.979135860336804
1918204237.0,1,18.979135860336804
1918207074.0,1,20.40843112492922
1918207074.0,1,20.40843112492922
1918207074.0,1,20.40843112492922
1918207074.0,1,20.40843112492922
1918209521.0,1,35.252148595346235
1918209521.0,1,35.252148595346235
1918209521.0,1,35.252148595346235
1918209521.0,1,35.252148595346235
1918209677.0,1,23.762748643052824
1918209677.0,1,23.762748643052824
1918209677.0,1,23.762748643052824
1918209677.0,1,23.762748643052824
1918212009.0,1,16.707262297827718
1918212009.0,1,16.707262297827718
1918212009.0,1,16.707262297827718
1918212009.0,1,16.707262297827718
1918213773.0,1,-15.625791609345887
1918213773.0,1,-15.625791609345887
1918213773.0,1,-15.625791609345887
1918213773.0,1,-15.625791609345887
1918215125.0,1,-17.554839266018096
1918215125.0,1,-17.554839266018096
1918215125.0,1,-17.554839266018096
1918215125.0,1,-17.554839266018096
1918216981.0,1,-16.2493838324974
1918216981.0,1,-16.2493838324974
1918216981.0,1,-16.2493838324974
1918216981.0,1,-16.2493838324974
1918217136.0,1,10.495052177649129
1918217136.0,1,10.495052177649129
1918217136.0,1,10.495052177649129
1918217136.0,1,10.495052177649129
1918218518.0,1,-17.20797039506971
1918218518.0,1,-17.20797039506971
1918218518.0,1,-17.20797039506971
1918218518.0,1,-17.20797039506971
1918225405.0,1,-11.488106974167657
1918225405.0,1,-11.488106974167657
1918225405.0,1,-11.488106974167657
1918225405.0,1,-11.488106974167657
1918227335.0,1,21.52485528121271
1918227335.0,1,21.52485528121271
1918227335.0,1,21.52485528121271
1918227335.0,1,21.52485528121271
1918231960.0,1,7.424140019149985
1918231960.0,1,7.424140019149985
1918231960.0,1,7.424140019149985
1918231960.0,1,7.424140019149985
1918232038.0,1,-19.360180613933835
1918232038.0,1,-19.360180613933835
